1.1298280954,0.6247616410
1.1248711348,0.4996923804
1.1152067184,0.3678479493
1.1174126863,0.4805521667
1.1200159788,0.4632130861
1.1282194853,0.4832910299
1.1264842749,0.4855556190
1.1392693520,0.6334899664
1.1743505001,0.7797824144
1.1172713041,0.4453665912
1.1953698397,0.9140321612
1.1169465780,0.3652017117
1.1590384245,0.6768426895
1.1365326643,0.5809965134
1.1278511286,0.4989180565
1.1218489408,0.5262503624
1.1354949474,0.5868687034
1.1604452133,0.7674633861
1.1663711071,0.7554477453
1.1289693117,0.5487340093
1.1708408594,0.7746018767
1.2221827507,0.9757827520
1.1772311926,0.8044649959
1.1474803686,0.6261290908
1.1092317104,0.3886636198
1.1302834749,0.5517061949
1.1331093311,0.5600807071
1.1721361876,0.8313511610
1.1523226500,0.6627660990
1.1555774212,0.7411235571
1.1460304260,0.6400834918
1.1668629646,0.8154638410
1.1552770138,0.6690725684
1.1240055561,0.4115177095
1.1983566284,0.9516482949
1.1669766903,0.7383901477
1.1163998842,0.4107601345
1.1482267380,0.6364107132
1.1622909307,0.6985402703
1.1427408457,0.6077904105
1.1231524944,0.4371618032
1.1204431057,0.4825266302
1.1329237223,0.6125430465
1.1409115791,0.6418983340
1.1288880110,0.5973656774
1.1693886518,0.8326572776
1.1402108669,0.6273779869
1.1588541269,0.6773130298
1.1504042149,0.6429682970
1.1485055685,0.6598216295
1.1298419237,0.6098361015
1.1362493038,0.4813555479
1.1231777668,0.4662626386
1.1339850426,0.5551928282
1.1523121595,0.7301459908
1.1427663565,0.6174607873
1.1974885464,0.9688563943
1.2127183676,0.9869695902
1.1582560539,0.7204839587
1.1001619101,0.0058976058
1.1032607555,0.3248316050
1.1312471628,0.5172777176
1.1563146114,0.7521702051
1.1347837448,0.5928635001
1.1207056046,0.4743633568
1.1486198902,0.6809460521
1.1337641478,0.6056594849
1.1380839348,0.6712900400
1.1253173351,0.5485618711
1.1354310513,0.5405418277
1.1147956848,0.3674815893
1.1351339817,0.5931251645
1.1206085682,0.4648506641
1.2004294395,0.8951401114
1.1660972834,0.7343956828
1.1564888954,0.7143406868
1.1575529575,0.7218502760
1.1409339905,0.6930451989
1.1720530987,0.7620600462
1.1326336861,0.6020011902
1.1414293051,0.6860295534
1.1624990702,0.7523539066
1.2009625435,0.9181126952
1.1528468132,0.7418532372
1.1329847574,0.5858445168
1.1105748415,0.4464573264
1.1177927256,0.4533075690
1.2397550344,1.0903583765
1.1251422167,0.4978559017
1.1228613853,0.4398736656
1.1488376856,0.6058159471
1.1385664940,0.5564181805
1.1184940338,0.4687995315
1.1362833977,0.6622558832
1.1638731956,0.6712858677
1.1769152880,0.8580372334
1.1542892456,0.6294865012
1.1136513948,0.3422034085
1.1282359362,0.5252866745
1.1841139793,0.8755192161
1.1492657661,0.7020719647
1.1333523989,0.5621257424
1.1436166763,0.6171960831
1.1054812670,0.2839929163
